CustomerID,Age,Gender,City,IncomeLevel,Occupation,LoyaltyMember,YearsAsCustomer,BrandFamiliarity
485,62,Female,Bengaluru,Low,Teacher,Yes,2,Medium
486,62,Female,Bengaluru,Middle,Designer,Yes,7,Medium
487,24,Male,Ahmedabad,Middle,Teacher,No,0,Low
488,56,Female,Kolkata,Low,Doctor,Yes,9,High
489,28,Female,Chennai,Low,Teacher,No,0,Low
490,18,Female,Bengaluru,Low,Engineer,Yes,2,High
491,50,Male,Ahmedabad,Low,Doctor,No,0,High
492,34,Female,Chennai,Middle,Analyst,Yes,3,High
493,45,Male,Bengaluru,Middle,Analyst,Yes,1,Low
494,40,Male,Chennai,High,Analyst,No,0,Low
495,29,Female,Ahmedabad,Low,Designer,Yes,8,Low
496,59,Male,Bengaluru,High,Engineer,Yes,3,Medium
497,44,Female,Bengaluru,High,Designer,No,0,Medium
498,40,Male,Ahmedabad,Middle,Business,No,0,High
499,25,Female,Delhi,High,Freelancer,Yes,2,Low
500,65,Female,Mumbai,Middle,Designer,No,0,High
501,60,Female,Bengaluru,Middle,Freelancer,No,0,Medium
502,57,Female,Ahmedabad,Low,Manager,No,0,Low
503,22,Male,Hyderabad,Middle,Freelancer,Yes,6,High
504,59,Female,Ahmedabad,Middle,Engineer,No,0,Low
505,49,Male,Mumbai,Middle,Designer,Yes,8,Medium
506,44,Female,Hyderabad,Low,Business,No,0,High
507,39,Female,Ahmedabad,Middle,Analyst,Yes,4,High
508,63,Female,Pune,Middle,Freelancer,Yes,4,Low
509,51,Female,Mumbai,Middle,Doctor,Yes,3,Medium
510,57,Male,Chennai,Low,Engineer,Yes,7,Low
511,44,Male,Ahmedabad,Low,Business,No,0,Medium
512,60,Male,Delhi,Middle,Freelancer,No,0,High
513,45,Male,Bengaluru,High,Manager,No,0,Medium
514,24,Female,Kolkata,Middle,Teacher,No,0,High
515,35,Male,Bengaluru,Middle,Designer,Yes,5,Medium
516,56,Female,Hyderabad,Middle,Teacher,No,0,Low
517,31,Male,Bengaluru,Middle,Freelancer,Yes,6,High
518,52,Female,Kolkata,Middle,Freelancer,Yes,2,High
519,36,Male,Kolkata,High,Manager,Yes,1,Medium
520,21,Female,Bengaluru,Middle,Student,Yes,3,High
521,62,Female,Mumbai,Middle,Freelancer,Yes,9,Low
522,32,Female,Delhi,Middle,Designer,No,0,Low
523,42,Male,Delhi,Middle,Doctor,No,0,Medium
524,30,Male,Chennai,Middle,Freelancer,No,0,High
525,65,Female,Ahmedabad,Middle,Manager,No,0,High
526,61,Male,Kolkata,Low,Student,No,0,Medium
527,45,Female,Delhi,Low,Analyst,Yes,3,Medium
528,47,Male,Pune,Middle,Business,Yes,3,High
529,54,Male,Mumbai,Middle,Freelancer,Yes,6,Medium
530,28,Male,Hyderabad,Middle,Analyst,No,0,Low
531,39,Male,Mumbai,Middle,Analyst,Yes,10,Medium
532,46,Male,Delhi,Low,Analyst,No,0,High
533,42,Female,Delhi,High,Freelancer,No,0,Medium
534,41,Female,Hyderabad,Middle,Analyst,No,0,Medium
535,50,Male,Hyderabad,Low,Teacher,Yes,9,Medium
536,61,Female,Mumbai,Middle,Manager,Yes,9,High
537,19,Male,Pune,Middle,Freelancer,Yes,2,Low
538,22,Female,Kolkata,Middle,Designer,Yes,5,Medium
539,38,Male,Delhi,Low,Engineer,No,0,Medium
540,40,Female,Ahmedabad,High,Designer,Yes,5,Medium
541,43,Male,Kolkata,High,Freelancer,Yes,3,Medium
542,36,Male,Bengaluru,High,Engineer,Yes,6,High
543,20,Male,Pune,Low,Teacher,No,0,Medium
544,65,Male,Bengaluru,Middle,Manager,No,0,Low
545,32,Male,Ahmedabad,Middle,Freelancer,Yes,2,Low
546,22,Female,Chennai,Low,Analyst,Yes,2,Low
547,26,Male,Chennai,Middle,Business,Yes,5,Medium
548,46,Male,Chennai,Low,Analyst,No,0,Medium
549,45,Female,Pune,Low,Analyst,Yes,4,Medium
550,26,Female,Pune,Middle,Business,Yes,8,Medium
551,53,Female,Bengaluru,Low,Freelancer,No,0,Low
552,30,Male,Delhi,Low,Freelancer,No,0,Low
553,58,Male,Delhi,Low,Freelancer,No,0,Medium
554,34,Male,Chennai,Middle,Designer,No,0,Medium
555,32,Male,Ahmedabad,High,Freelancer,No,0,High
556,50,Male,Bengaluru,Low,Business,Yes,1,Medium
557,28,Male,Ahmedabad,Low,Analyst,No,0,Medium
558,20,Female,Hyderabad,Low,Student,No,0,Low
559,60,Female,Ahmedabad,Low,Student,No,0,Medium
560,20,Female,Pune,High,Freelancer,Yes,9,Medium
561,54,Male,Pune,Low,Designer,No,0,Medium
562,32,Female,Delhi,Middle,Freelancer,Yes,6,Medium
563,26,Male,Bengaluru,Middle,Manager,Yes,9,Medium
564,28,Male,Kolkata,Middle,Analyst,No,0,Low
565,64,Male,Kolkata,Low,Student,No,0,Medium
566,33,Male,Bengaluru,Low,Student,No,0,Low
567,28,Male,Pune,Low,Engineer,Yes,7,Medium
568,31,Male,Hyderabad,Middle,Designer,No,0,High
569,56,Female,Bengaluru,Low,Analyst,No,0,High
570,47,Male,Delhi,Middle,Teacher,Yes,7,Medium
571,51,Male,Mumbai,High,Manager,No,0,Medium
572,48,Male,Mumbai,High,Business,No,0,High
573,60,Female,Kolkata,Low,Analyst,No,0,High
574,20,Female,Chennai,Middle,Engineer,Yes,8,High
575,45,Male,Pune,Low,Freelancer,No,0,Low
576,44,Male,Delhi,Low,Designer,Yes,1,Medium
577,59,Male,Bengaluru,Low,Designer,No,0,Medium
578,59,Female,Pune,Middle,Designer,Yes,9,Medium
579,31,Female,Ahmedabad,Middle,Doctor,No,0,Medium
580,37,Male,Mumbai,Middle,Teacher,No,0,Medium
581,46,Female,Chennai,Middle,Freelancer,No,0,Low
582,57,Male,Mumbai,Middle,Manager,No,0,Low
583,48,Female,Mumbai,High,Student,Yes,2,Low
584,64,Female,Delhi,Middle,Manager,No,0,Medium
585,58,Male,Hyderabad,Middle,Manager,Yes,9,Low
586,61,Male,Pune,Low,Designer,Yes,1,High
587,40,Male,Mumbai,Middle,Freelancer,Yes,4,Medium
588,36,Female,Pune,Middle,Teacher,No,0,Medium
589,56,Male,Pune,High,Manager,No,0,Medium
590,44,Female,Mumbai,Middle,Freelancer,No,0,Medium
591,34,Female,Kolkata,High,Business,No,0,Medium
592,33,Female,Delhi,Middle,Business,No,0,Medium
593,25,Male,Chennai,Low,Designer,Yes,4,Medium
594,40,Male,Kolkata,Middle,Analyst,Yes,5,Low
595,22,Female,Bengaluru,Middle,Teacher,Yes,6,Medium
596,49,Male,Hyderabad,Middle,Teacher,Yes,4,High
597,33,Male,Ahmedabad,High,Student,Yes,2,Low
598,52,Female,Ahmedabad,High,Doctor,No,0,Medium
599,49,Female,Hyderabad,Low,Manager,No,0,Medium
600,21,Female,Kolkata,Middle,Manager,Yes,9,Low
601,47,Male,Delhi,High,Teacher,No,0,Medium
602,42,Male,Pune,Middle,Teacher,Yes,10,High
603,35,Female,Kolkata,Middle,Teacher,No,0,Medium
604,44,Male,Bengaluru,Middle,Teacher,Yes,7,Low
605,24,Female,Hyderabad,Middle,Manager,No,0,Medium
606,65,Female,Bengaluru,Low,Freelancer,No,0,Low
607,52,Male,Kolkata,Middle,Engineer,No,0,Medium
608,62,Male,Ahmedabad,Low,Analyst,Yes,5,Medium
609,34,Female,Chennai,Middle,Student,No,0,High
610,44,Male,Bengaluru,Low,Doctor,No,0,High
611,40,Female,Mumbai,Low,Designer,No,0,High
612,57,Male,Chennai,Low,Designer,No,0,Low
613,58,Female,Hyderabad,Middle,Analyst,Yes,2,Low
614,38,Female,Pune,Middle,Business,No,0,Medium
615,41,Male,Bengaluru,Middle,Student,No,0,Medium
616,26,Male,Hyderabad,Middle,Manager,No,0,High
617,43,Male,Kolkata,Low,Freelancer,Yes,8,Medium
618,23,Female,Pune,Low,Teacher,No,0,Low
619,33,Male,Delhi,Middle,Student,Yes,3,Low
620,60,Female,Pune,Middle,Freelancer,No,0,High
621,46,Female,Kolkata,Low,Freelancer,No,0,Medium
622,58,Male,Mumbai,Middle,Business,Yes,6,Medium
623,37,Male,Chennai,Middle,Doctor,Yes,5,Low
624,48,Female,Pune,Middle,Student,No,0,Medium
625,45,Female,Hyderabad,Middle,Designer,No,0,High
626,53,Male,Pune,Middle,Engineer,Yes,7,High
627,45,Female,Pune,Middle,Freelancer,No,0,High
628,35,Female,Mumbai,Middle,Business,No,0,Low
629,57,Female,Delhi,Middle,Manager,No,0,Medium
630,21,Male,Ahmedabad,High,Student,Yes,2,Low
631,32,Female,Ahmedabad,Low,Analyst,Yes,4,Medium
632,47,Male,Delhi,Middle,Doctor,Yes,2,High
633,43,Female,Kolkata,Low,Student,No,0,Low
634,25,Female,Hyderabad,High,Student,No,0,Medium
635,30,Male,Ahmedabad,Middle,Designer,No,0,Medium
636,61,Male,Mumbai,High,Doctor,No,0,Low
637,48,Male,Mumbai,Middle,Teacher,Yes,1,High
638,58,Female,Hyderabad,Middle,Student,Yes,5,Medium
639,20,Male,Chennai,Middle,Engineer,No,0,Medium
640,33,Male,Delhi,Low,Analyst,Yes,10,Medium
641,59,Female,Hyderabad,Low,Analyst,No,0,Low
642,53,Female,Hyderabad,Middle,Student,No,0,High
643,62,Male,Ahmedabad,Middle,Business,No,0,Low
644,53,Male,Chennai,Low,Analyst,No,0,Low
645,64,Male,Mumbai,Middle,Freelancer,No,0,Medium
646,27,Female,Delhi,Middle,Freelancer,No,0,Medium
647,42,Female,Hyderabad,Middle,Analyst,No,0,Medium
648,64,Male,Ahmedabad,Low,Freelancer,No,0,High
649,27,Male,Delhi,Middle,Manager,Yes,6,Low
650,29,Male,Kolkata,High,Business,Yes,8,Low
651,51,Male,Mumbai,Middle,Student,No,0,Low
652,31,Female,Delhi,Middle,Analyst,No,0,High
653,53,Male,Pune,Middle,Freelancer,No,0,High
654,20,Male,Mumbai,Middle,Engineer,No,0,Low
655,64,Male,Bengaluru,Low,Freelancer,Yes,4,Medium
656,65,Female,Ahmedabad,Middle,Designer,No,0,High
657,24,Male,Ahmedabad,Low,Analyst,Yes,7,Medium
658,38,Female,Kolkata,Middle,Analyst,No,0,High
659,56,Female,Chennai,Low,Business,No,0,Medium
660,46,Male,Bengaluru,High,Doctor,Yes,1,High
661,18,Female,Bengaluru,Low,Engineer,Yes,6,Low
662,20,Male,Hyderabad,Middle,Doctor,Yes,5,Medium
663,37,Female,Ahmedabad,Low,Manager,Yes,4,Medium
664,49,Male,Pune,High,Student,No,0,Medium
665,64,Female,Chennai,High,Designer,Yes,1,High
666,44,Male,Kolkata,High,Student,Yes,4,Medium
667,37,Male,Bengaluru,Middle,Student,Yes,10,Low
668,61,Male,Hyderabad,Middle,Designer,Yes,8,High
669,36,Male,Kolkata,Middle,Doctor,Yes,6,Low
670,23,Female,Hyderabad,Middle,Business,Yes,3,High
671,43,Male,Hyderabad,Middle,Engineer,Yes,10,High
672,35,Female,Kolkata,Middle,Analyst,Yes,10,Low
673,40,Male,Chennai,Low,Business,Yes,1,High
674,57,Female,Bengaluru,Low,Engineer,Yes,4,Low
675,25,Female,Delhi,Middle,Analyst,Yes,10,High
676,62,Male,Hyderabad,High,Teacher,Yes,8,Low
677,52,Male,Delhi,Middle,Designer,Yes,8,Medium
678,55,Male,Pune,High,Teacher,No,0,Low
679,62,Female,Chennai,Middle,Engineer,Yes,1,Low
680,19,Female,Mumbai,Low,Analyst,No,0,Medium
681,49,Female,Delhi,High,Student,No,0,Low
682,33,Male,Delhi,High,Analyst,Yes,8,Medium
683,61,Female,Delhi,Middle,Doctor,No,0,Low
684,42,Female,Hyderabad,High,Manager,No,0,Low
685,39,Female,Hyderabad,High,Designer,No,0,Low
686,33,Female,Ahmedabad,Middle,Freelancer,Yes,5,High
687,26,Male,Bengaluru,Low,Doctor,Yes,9,Medium
688,62,Male,Bengaluru,Middle,Analyst,No,0,Low
689,22,Female,Bengaluru,Middle,Student,No,0,Low
690,38,Female,Bengaluru,High,Teacher,Yes,7,Medium
691,24,Male,Hyderabad,Low,Teacher,Yes,10,Medium
692,61,Female,Chennai,Low,Manager,Yes,8,Low
693,42,Female,Delhi,Middle,Doctor,Yes,4,Low
694,44,Male,Mumbai,Low,Manager,No,0,Low
695,46,Female,Hyderabad,High,Designer,No,0,Medium
696,43,Female,Kolkata,Middle,Freelancer,No,0,High
697,51,Male,Ahmedabad,Middle,Business,No,0,Low
698,20,Male,Kolkata,High,Freelancer,Yes,9,Medium
699,58,Female,Pune,High,Business,Yes,8,Medium
700,28,Male,Ahmedabad,Middle,Business,No,0,Low
701,23,Male,Kolkata,Middle,Designer,Yes,10,High
702,38,Male,Ahmedabad,Middle,Engineer,Yes,10,High
703,34,Male,Mumbai,Low,Engineer,No,0,Medium
704,25,Female,Bengaluru,Middle,Designer,No,0,Low
705,53,Male,Bengaluru,Middle,Manager,No,0,High
706,29,Female,Pune,Middle,Manager,Yes,5,Medium
707,25,Female,Delhi,High,Business,No,0,Low
708,49,Female,Hyderabad,High,Teacher,No,0,Low
709,55,Male,Hyderabad,Middle,Freelancer,No,0,Medium
710,35,Male,Bengaluru,Middle,Manager,No,0,High
711,21,Female,Chennai,Middle,Engineer,Yes,1,Medium
712,21,Female,Bengaluru,Low,Business,No,0,Low
713,65,Female,Chennai,Middle,Analyst,No,0,Low
714,42,Male,Pune,High,Business,No,0,High
715,26,Female,Hyderabad,Low,Teacher,No,0,Medium
716,57,Male,Ahmedabad,Low,Doctor,No,0,High
717,45,Female,Bengaluru,Middle,Business,Yes,9,Medium
718,51,Male,Pune,Middle,Teacher,No,0,High
719,18,Male,Kolkata,Low,Designer,No,0,High
720,20,Male,Hyderabad,Low,Doctor,No,0,Medium
721,34,Male,Mumbai,Middle,Analyst,Yes,9,Medium
722,39,Male,Hyderabad,Middle,Analyst,No,0,High
723,39,Male,Bengaluru,High,Business,No,0,Medium
724,27,Female,Ahmedabad,Middle,Designer,No,0,Medium
725,65,Female,Delhi,Low,Teacher,No,0,Medium
726,54,Female,Mumbai,Middle,Manager,No,0,High
727,35,Male,Kolkata,High,Manager,Yes,7,Medium
728,56,Female,Delhi,Low,Doctor,No,0,Medium
729,44,Female,Hyderabad,Low,Freelancer,No,0,Medium
730,37,Male,Ahmedabad,Low,Freelancer,Yes,1,High
731,19,Female,Ahmedabad,Middle,Freelancer,No,0,Low
732,37,Male,Hyderabad,Middle,Student,Yes,2,High
733,47,Female,Delhi,Middle,Engineer,No,0,Low
734,39,Female,Delhi,Middle,Doctor,Yes,9,High
735,58,Female,Ahmedabad,High,Engineer,Yes,4,Low
736,35,Male,Hyderabad,Low,Freelancer,Yes,1,High
737,40,Male,Mumbai,Middle,Doctor,Yes,5,Medium
738,57,Male,Ahmedabad,High,Student,No,0,Low
739,24,Female,Chennai,Middle,Doctor,Yes,7,Low
740,39,Male,Ahmedabad,High,Manager,No,0,Medium
741,23,Female,Pune,High,Business,No,0,Medium
742,48,Female,Kolkata,Low,Manager,Yes,10,Low
743,62,Male,Mumbai,High,Business,Yes,6,Medium
744,25,Female,Bengaluru,Middle,Freelancer,No,0,Low
745,24,Male,Pune,Middle,Freelancer,No,0,Low
746,47,Male,Ahmedabad,Middle,Designer,Yes,10,Low
747,22,Female,Chennai,Low,Freelancer,No,0,Medium
748,62,Female,Mumbai,Low,Business,No,0,Low
749,38,Female,Mumbai,Middle,Engineer,No,0,Low
750,61,Female,Delhi,High,Engineer,No,0,Medium
751,31,Male,Bengaluru,High,Manager,No,0,High
752,46,Male,Chennai,Middle,Doctor,Yes,10,Medium
753,54,Female,Chennai,Middle,Engineer,No,0,High
754,55,Male,Pune,Low,Student,No,0,Medium
755,41,Female,Mumbai,High,Doctor,No,0,Low
756,19,Female,Kolkata,Low,Designer,No,0,Medium
757,42,Male,Kolkata,Middle,Analyst,Yes,3,Medium
758,44,Male,Delhi,Low,Engineer,No,0,Medium
759,59,Female,Bengaluru,Low,Engineer,No,0,Medium
760,26,Female,Bengaluru,Middle,Business,Yes,8,High
761,50,Male,Bengaluru,Middle,Designer,No,0,Medium
762,56,Female,Kolkata,Low,Freelancer,No,0,Medium
763,54,Female,Mumbai,Middle,Business,No,0,Medium
764,62,Female,Ahmedabad,Low,Freelancer,No,0,Medium
765,23,Male,Pune,Middle,Student,No,0,Low
766,39,Female,Chennai,Middle,Designer,Yes,8,Medium
767,40,Male,Pune,High,Doctor,No,0,Low
768,21,Female,Delhi,Middle,Doctor,No,0,Medium
769,49,Female,Pune,Low,Manager,No,0,High
770,57,Male,Bengaluru,Low,Manager,No,0,Low
771,60,Male,Ahmedabad,Middle,Manager,No,0,Low
772,51,Male,Ahmedabad,High,Designer,Yes,2,High
773,42,Female,Delhi,Low,Doctor,Yes,3,Low
774,25,Female,Hyderabad,Low,Designer,No,0,Medium
775,61,Female,Delhi,Middle,Doctor,No,0,Low
776,46,Male,Mumbai,Middle,Freelancer,Yes,9,Medium
777,58,Female,Chennai,Middle,Doctor,No,0,Medium
778,35,Male,Hyderabad,High,Freelancer,Yes,10,Medium
779,39,Male,Delhi,Middle,Engineer,No,0,Medium
780,18,Female,Hyderabad,Middle,Doctor,No,0,Medium
781,34,Male,Mumbai,Low,Engineer,Yes,2,Low
782,23,Male,Mumbai,High,Manager,Yes,10,High
783,34,Female,Pune,Low,Designer,No,0,Low
784,62,Male,Mumbai,High,Doctor,No,0,Medium
785,21,Female,Bengaluru,Middle,Business,Yes,1,Low
786,22,Male,Ahmedabad,Middle,Engineer,No,0,Medium
787,27,Female,Pune,Middle,Engineer,Yes,10,Medium
788,20,Female,Delhi,Low,Business,No,0,Low
789,27,Female,Bengaluru,Middle,Analyst,Yes,1,Medium
790,43,Female,Ahmedabad,Middle,Designer,No,0,High
791,43,Male,Delhi,High,Designer,No,0,High
792,62,Female,Chennai,High,Doctor,No,0,Medium
793,43,Female,Chennai,Low,Engineer,No,0,Medium
794,47,Male,Kolkata,Middle,Teacher,Yes,4,Low
795,37,Female,Ahmedabad,Middle,Engineer,No,0,Medium
796,58,Male,Ahmedabad,Middle,Designer,Yes,1,Low
797,22,Female,Delhi,Middle,Student,No,0,Medium
798,39,Male,Hyderabad,Low,Freelancer,No,0,Low
799,47,Male,Mumbai,High,Student,No,0,Medium
800,65,Male,Hyderabad,Low,Manager,No,0,Medium
801,18,Male,Ahmedabad,Low,Manager,Yes,5,High
802,55,Male,Mumbai,Low,Teacher,No,0,Low
803,45,Female,Chennai,Low,Engineer,No,0,Medium
804,61,Male,Chennai,Middle,Engineer,Yes,4,High
805,25,Female,Bengaluru,Low,Business,No,0,Low
806,33,Female,Bengaluru,High,Student,Yes,2,High
807,49,Female,Kolkata,Low,Business,Yes,2,Medium
808,62,Female,Hyderabad,Low,Manager,Yes,5,Medium
809,57,Male,Pune,Middle,Analyst,No,0,Medium
810,44,Male,Chennai,Low,Freelancer,Yes,2,High
811,50,Female,Delhi,Low,Teacher,No,0,Medium
812,25,Female,Ahmedabad,Middle,Manager,No,0,High
813,28,Female,Pune,Middle,Analyst,Yes,6,Low
814,57,Male,Bengaluru,High,Manager,No,0,Low
815,19,Female,Kolkata,Middle,Teacher,Yes,4,Medium
816,65,Male,Hyderabad,Middle,Designer,Yes,2,Medium
817,30,Male,Kolkata,Middle,Manager,Yes,8,Medium
818,31,Male,Ahmedabad,High,Teacher,No,0,Medium
819,58,Male,Pune,Middle,Manager,Yes,6,Low
820,25,Female,Hyderabad,High,Doctor,No,0,Low
821,56,Male,Hyderabad,Low,Engineer,No,0,High
822,44,Female,Ahmedabad,High,Doctor,No,0,High
823,18,Female,Kolkata,Middle,Teacher,No,0,Low
824,55,Female,Delhi,High,Student,No,0,High
825,48,Female,Ahmedabad,Middle,Engineer,No,0,Medium
826,46,Female,Hyderabad,Middle,Manager,Yes,1,Medium
827,40,Female,Pune,Low,Manager,No,0,Low
828,63,Female,Ahmedabad,Middle,Manager,No,0,Medium
829,63,Female,Delhi,Middle,Engineer,No,0,Medium
830,42,Female,Hyderabad,High,Engineer,Yes,1,Low
831,57,Female,Delhi,High,Engineer,No,0,Low
832,42,Male,Mumbai,Middle,Freelancer,No,0,Medium
833,63,Male,Ahmedabad,Middle,Teacher,Yes,6,Low
834,65,Female,Pune,Middle,Student,Yes,5,Medium
835,22,Male,Ahmedabad,Middle,Freelancer,No,0,Medium
836,61,Female,Mumbai,High,Teacher,No,0,Medium
837,47,Male,Mumbai,Low,Manager,Yes,3,Low
838,35,Male,Pune,Low,Designer,Yes,3,High
839,61,Male,Pune,Middle,Teacher,Yes,6,Medium
840,22,Female,Kolkata,Low,Analyst,No,0,High
841,59,Female,Ahmedabad,Middle,Doctor,Yes,10,Medium
842,54,Female,Hyderabad,Low,Business,No,0,Low
843,41,Female,Pune,High,Business,No,0,Low
844,28,Male,Bengaluru,Middle,Manager,Yes,9,Low
845,33,Female,Pune,Low,Analyst,No,0,Medium
846,29,Female,Bengaluru,Low,Analyst,No,0,Medium
847,46,Male,Kolkata,Middle,Business,Yes,5,Low
848,27,Female,Pune,High,Business,No,0,Low
849,36,Male,Ahmedabad,High,Analyst,No,0,High
850,62,Male,Pune,Low,Student,No,0,Low
851,43,Male,Hyderabad,Middle,Freelancer,Yes,6,Low
852,32,Male,Ahmedabad,Middle,Engineer,No,0,Low
853,50,Male,Chennai,Middle,Designer,No,0,Medium
854,27,Female,Chennai,Middle,Analyst,Yes,7,Medium
855,37,Female,Kolkata,High,Business,No,0,Low
856,36,Female,Bengaluru,Low,Engineer,No,0,High
857,27,Female,Mumbai,Low,Designer,No,0,High
858,23,Male,Ahmedabad,Low,Manager,No,0,Low
859,30,Female,Pune,Low,Business,Yes,9,Medium
860,53,Female,Ahmedabad,Middle,Engineer,Yes,1,Low
861,59,Male,Delhi,Middle,Engineer,Yes,3,Medium
862,35,Female,Ahmedabad,Middle,Designer,No,0,Medium
863,34,Male,Chennai,Middle,Freelancer,No,0,Medium
864,64,Male,Bengaluru,Middle,Analyst,No,0,Low
865,47,Female,Kolkata,High,Analyst,Yes,3,Low
866,21,Male,Bengaluru,Low,Engineer,No,0,High
867,56,Female,Pune,Middle,Analyst,No,0,High
868,24,Female,Chennai,Middle,Business,Yes,3,Low
869,44,Male,Hyderabad,Low,Teacher,No,0,Low
870,53,Male,Kolkata,Middle,Business,No,0,Medium
871,22,Female,Chennai,Low,Manager,Yes,1,Medium
872,46,Female,Bengaluru,High,Doctor,No,0,High
873,19,Male,Hyderabad,Middle,Doctor,Yes,3,High
874,26,Male,Mumbai,Low,Student,No,0,Medium
875,48,Male,Ahmedabad,Middle,Engineer,Yes,2,Low
876,34,Male,Hyderabad,Low,Teacher,Yes,1,High
877,29,Female,Chennai,Middle,Analyst,Yes,3,High
878,28,Male,Mumbai,High,Student,No,0,Medium
879,51,Male,Mumbai,Low,Teacher,Yes,5,Low
880,50,Male,Ahmedabad,High,Engineer,No,0,Medium
881,29,Male,Kolkata,High,Engineer,No,0,Medium
882,38,Female,Pune,Low,Freelancer,Yes,3,Medium
883,64,Female,Pune,Low,Business,Yes,2,Medium
884,32,Male,Ahmedabad,Middle,Analyst,Yes,7,Low
885,29,Female,Ahmedabad,Low,Freelancer,No,0,Medium
886,60,Male,Bengaluru,Middle,Engineer,Yes,7,Medium
887,41,Female,Mumbai,High,Teacher,Yes,10,High
888,45,Female,Chennai,Middle,Business,Yes,10,Medium
889,60,Male,Ahmedabad,Middle,Engineer,Yes,8,Medium
890,25,Male,Delhi,Low,Engineer,No,0,Medium
891,65,Female,Chennai,Low,Manager,Yes,1,High
892,37,Female,Ahmedabad,Middle,Teacher,Yes,2,Medium
893,36,Female,Delhi,Middle,Student,No,0,Low
894,45,Female,Ahmedabad,High,Business,Yes,8,Medium
895,20,Female,Bengaluru,Low,Business,No,0,High
896,45,Male,Ahmedabad,Low,Freelancer,No,0,Medium
897,61,Male,Delhi,Middle,Designer,No,0,Medium
898,34,Female,Pune,Middle,Analyst,No,0,Medium
899,21,Male,Chennai,Low,Designer,Yes,6,Medium
900,24,Male,Hyderabad,Middle,Teacher,No,0,Medium
901,33,Male,Pune,Middle,Engineer,No,0,High
902,39,Female,Kolkata,Low,Doctor,No,0,Low
903,19,Female,Kolkata,Middle,Analyst,No,0,High
904,54,Male,Chennai,Low,Business,No,0,Medium
905,50,Female,Chennai,High,Designer,No,0,Low
906,30,Male,Pune,Middle,Doctor,No,0,High
907,21,Male,Mumbai,Low,Analyst,No,0,High
908,35,Male,Chennai,Low,Engineer,No,0,Medium
909,59,Female,Hyderabad,High,Designer,No,0,Low
910,43,Male,Delhi,Low,Freelancer,No,0,Medium
911,29,Female,Delhi,Middle,Freelancer,Yes,8,Low
912,30,Female,Kolkata,Middle,Designer,Yes,3,Medium
913,38,Female,Pune,High,Doctor,No,0,Medium
914,59,Male,Mumbai,Low,Manager,No,0,Low
915,30,Female,Kolkata,Low,Designer,No,0,Medium
916,59,Female,Pune,High,Freelancer,Yes,5,Low
917,29,Male,Mumbai,Middle,Analyst,Yes,8,High
918,56,Male,Kolkata,Low,Manager,Yes,7,High
919,33,Female,Ahmedabad,Low,Engineer,No,0,High
920,33,Female,Hyderabad,Middle,Designer,No,0,Medium
921,31,Female,Delhi,Low,Business,Yes,5,Medium
922,52,Female,Ahmedabad,Middle,Teacher,No,0,Medium
923,35,Female,Pune,High,Student,No,0,Medium
924,59,Male,Hyderabad,High,Doctor,No,0,High
925,53,Male,Hyderabad,Middle,Business,No,0,Medium
926,42,Female,Pune,Low,Engineer,No,0,High
927,33,Female,Chennai,Low,Designer,No,0,Low
928,20,Female,Chennai,Low,Designer,Yes,8,Medium
929,24,Female,Kolkata,High,Freelancer,No,0,Medium
930,65,Male,Ahmedabad,Low,Manager,No,0,High
931,18,Male,Mumbai,Middle,Manager,No,0,Medium
932,33,Male,Kolkata,Middle,Analyst,No,0,High
933,46,Female,Pune,Middle,Teacher,No,0,Low
934,23,Male,Delhi,Middle,Student,Yes,7,High
935,53,Female,Hyderabad,Middle,Doctor,No,0,High
936,62,Female,Bengaluru,High,Engineer,Yes,10,Medium
937,41,Female,Ahmedabad,Low,Business,No,0,Low
938,25,Female,Kolkata,Low,Manager,Yes,5,Low
939,45,Female,Hyderabad,High,Designer,No,0,High
940,29,Male,Ahmedabad,Middle,Teacher,Yes,5,High
941,41,Female,Bengaluru,Middle,Analyst,No,0,Low
942,62,Female,Mumbai,Middle,Engineer,Yes,7,Medium
943,53,Female,Delhi,Low,Student,Yes,4,Medium
944,34,Male,Delhi,Middle,Manager,Yes,7,Medium
945,34,Female,Bengaluru,Low,Engineer,No,0,Medium
946,38,Male,Bengaluru,Middle,Business,Yes,5,Low
947,35,Female,Pune,Middle,Freelancer,No,0,Low
948,38,Male,Ahmedabad,Middle,Student,Yes,8,High
949,30,Male,Ahmedabad,Low,Designer,Yes,1,Medium
950,25,Female,Ahmedabad,High,Business,No,0,Low
951,49,Female,Mumbai,Low,Teacher,No,0,Low
952,36,Male,Delhi,Low,Freelancer,Yes,9,High
953,54,Female,Mumbai,Low,Analyst,No,0,Low
954,19,Female,Mumbai,Low,Analyst,No,0,Low
955,27,Female,Ahmedabad,Low,Doctor,No,0,Medium
956,56,Female,Chennai,Middle,Manager,Yes,1,Medium
957,31,Male,Mumbai,High,Freelancer,No,0,Low
958,56,Female,Mumbai,Middle,Student,Yes,3,Low
959,31,Male,Mumbai,Low,Doctor,No,0,Low
960,49,Male,Chennai,High,Engineer,No,0,High
961,41,Female,Pune,Middle,Designer,No,0,High
962,23,Female,Kolkata,Middle,Engineer,No,0,Medium
963,20,Male,Ahmedabad,Middle,Freelancer,No,0,Medium
964,58,Female,Pune,Middle,Manager,Yes,8,Medium
965,26,Female,Delhi,Middle,Freelancer,Yes,4,Medium
