TransactionID,CustomerID,ProductID,ScarcityMessage,CountdownTimer,RecommendedLabel,InfluencerCampaign,FreeShipping,TrendingBadge,Purchased,Quantity,FinalAmount,DecisionTimeMinutes,Decision_Speed,Age,Gender,City,IncomeLevel,Occupation,LoyaltyMember,YearsAsCustomer,BrandFamiliarity,Age_Group,Years_As_Customer_Range,Category,Brand,OriginalPrice,CurrentPrice,Rating,ReviewCount,Discount_Percentage
1096,121,187,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,1,17569.5,16.9,Medium,47,Female,Chennai,Low,Designer,Yes,3,Low,Mature Adults,3-5 Years,Beauty,Maybelline,20670,17569.5,4.9,4226,15
1097,1254,231,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,22.07,Medium,32,Male,Hyderabad,Low,Doctor,Yes,2,Low,Young Adult,1-2 Years,Beauty,L'Oreal,47956,40762.6,5,2563,15
1098,1133,202,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,3,26660.4,1,Fast,22,Male,Mumbai,High,Manager,Yes,3,High,Gen Z,3-5 Years,Beauty,Nivea,14803,8881.8,4.3,2584,40
1099,62,41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,12.13,Medium,58,Female,Hyderabad,Middle,Manager,No,0,Medium,Seniors,New Customer,Electronics,Sony,43793,41603.35,4.2,3142,5
1100,651,137,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,32.11,Slow,51,Male,Mumbai,Middle,Student,No,0,Low,Mature Adults,New Customer,Home,Ikea,21690,20605.5,4.8,2518,5
1101,720,267,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,1,37496,21.68,Medium,20,Male,Hyderabad,Low,Doctor,No,0,Medium,Gen Z,New Customer,Books,Oxford,46870,37496,4.3,320,20
1102,704,87,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,0,16.36,Medium,25,Female,Bengaluru,Middle,Designer,No,0,Low,Gen Z,New Customer,Fashion,Zara,31747,30159.65,4.3,3114,5
1103,1379,292,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1,3,90993.6,23.98,Medium,50,Female,Hyderabad,Low,Designer,Yes,6,Medium,Mature Adults,6-10 Years,Books,HarperCollins,37914,30331.2,4.6,6587,20
1104,227,20,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,4,51908,8.59,Fast,58,Male,Bengaluru,High,Manager,Yes,5,Medium,Seniors,3-5 Years,Electronics,Sony,12977,12977,3.8,2854,0
1105,460,100,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1,2,10337.6,3.84,Fast,54,Male,Pune,Middle,Designer,Yes,4,Medium,Mature Adults,3-5 Years,Fashion,Nike,7384,5168.8,4.3,442,30
1106,272,106,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,0,8.31,Fast,51,Male,Delhi,Middle,Freelancer,No,0,Low,Mature Adults,New Customer,Fashion,Adidas,49586,34710.2,4.5,4544,30
1107,367,186,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,1,2,58271.1,10.78,Medium,58,Male,Mumbai,Low,Student,No,0,Low,Seniors,New Customer,Beauty,Nivea,30669,29135.55,4.3,3396,5
1108,1361,53,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,18.66,Medium,47,Female,Pune,Middle,Teacher,Yes,4,Medium,Mature Adults,3-5 Years,Electronics,Samsung,38019,34217.1,4.2,3227,10
1109,1412,69,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1,2,34874.5,11.47,Medium,46,Female,Ahmedabad,Middle,Analyst,No,0,Medium,Mature Adults,New Customer,Fashion,Nike,18355,17437.25,4,1920,5
1110,67,199,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,4,74372,5.3,Fast,33,Male,Pune,High,Business,Yes,9,Medium,Young Adult,6-10 Years,Beauty,Lakme,23235,18588,3.6,4936,20
1111,949,86,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,3,28279.8,16.86,Medium,30,Male,Ahmedabad,Low,Designer,Yes,1,Medium,Young Adult,1-2 Years,Fashion,H&M,15711,9426.6,3.9,1031,40
1112,350,264,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,1,1,7036.2,2.75,Fast,44,Male,Hyderabad,Middle,Doctor,Yes,3,Low,Mid Career,3-5 Years,Books,Oxford,7818,7036.2,3.6,2586,10
1113,289,262,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,4,96141.6,20.12,Medium,27,Male,Pune,Low,Manager,Yes,9,Medium,Young Adult,6-10 Years,Books,Penguin,40059,24035.4,4,3527,40
1114,439,91,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,3,20515.2,5.73,Fast,48,Female,Bengaluru,Middle,Analyst,No,0,Low,Mature Adults,New Customer,Fashion,Nike,9762,6833.4,4.6,957,30
1115,292,168,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,0,21.63,Medium,64,Male,Mumbai,High,Teacher,Yes,7,Medium,Seniors,6-10 Years,Home,Ikea,21093,20038.35,4.7,2235,5
1116,736,100,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,2,10347.6,7.1,Fast,35,Male,Hyderabad,Low,Freelancer,Yes,1,High,Young Adult,1-2 Years,Fashion,Nike,7384,5168.8,4.3,442,30
1117,1494,104,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,24.28,Medium,46,Female,Pune,High,Business,No,0,Medium,Mature Adults,New Customer,Fashion,Nike,3059,2141.3,4.5,3424,30
1118,880,202,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,26.94,Slow,50,Male,Ahmedabad,High,Engineer,No,0,Medium,Mature Adults,New Customer,Beauty,Nivea,14803,8881.8,4.3,2584,40
1119,1085,88,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,1,2,40124.8,4.84,Fast,34,Female,Hyderabad,Middle,Student,Yes,2,Low,Young Adult,1-2 Years,Fashion,Zara,22286,20057.4,4.4,3988,10
1120,740,45,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,0,0,20.05,Medium,39,Male,Ahmedabad,High,Manager,No,0,Medium,Mid Career,New Customer,Electronics,Apple,19566,15652.8,4.1,3423,20
1121,21,78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,12.07,Medium,28,Male,Hyderabad,Low,Doctor,No,0,Medium,Young Adult,New Customer,Fashion,Adidas,7032,5625.6,4.4,1214,20
1122,127,279,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0,0,24.22,Medium,32,Female,Pune,Middle,Freelancer,Yes,5,Medium,Young Adult,3-5 Years,Books,Pearson,16794,15114.6,4.1,1721,10
1123,404,78,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,1,1,5625.6,9.36,Fast,47,Female,Delhi,Low,Teacher,Yes,3,High,Mature Adults,3-5 Years,Fashion,Adidas,7032,5625.6,4.4,1214,20
1124,366,110,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,33709.1,10.04,Medium,35,Male,Delhi,Low,Designer,Yes,2,Medium,Young Adult,1-2 Years,Fashion,Zara,37449,33704.1,4.1,2647,10
1125,1261,189,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,19.08,Medium,31,Male,Ahmedabad,Middle,Teacher,No,0,High,Young Adult,New Customer,Beauty,Lakme,46762,37409.6,4.6,2830,20
1126,1266,31,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,3,95159.25,21.74,Medium,26,Female,Kolkata,Middle,Student,No,0,Medium,Young Adult,New Customer,Electronics,Samsung,42293,31719.75,4.1,2165,25
1127,1282,81,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,24.28,Medium,23,Male,Mumbai,Middle,Teacher,Yes,10,High,Gen Z,6-10 Years,Fashion,H&M,37265,29812,3.9,3916,20
1128,957,53,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,1,34217.1,11.33,Medium,31,Male,Mumbai,High,Freelancer,No,0,Low,Young Adult,New Customer,Electronics,Samsung,38019,34217.1,4.2,3227,10
1129,835,278,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,4,95668,7.03,Fast,22,Male,Ahmedabad,Middle,Freelancer,No,0,Medium,Gen Z,New Customer,Books,Penguin,23912,23912,4.4,1758,0
1130,974,280,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,1,1,33787,2.64,Fast,48,Male,Mumbai,Middle,Doctor,No,0,Medium,Mature Adults,New Customer,Books,Penguin,35560,33782,4.5,1742,5
1131,611,227,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,4,157203.2,7.16,Fast,40,Female,Mumbai,Low,Designer,No,0,High,Mid Career,New Customer,Beauty,L'Oreal,43662,39295.8,3.9,3407,10
1132,1006,75,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,1,3,96465.6,11.26,Medium,54,Male,Chennai,Middle,Doctor,No,0,High,Mature Adults,New Customer,Fashion,Adidas,40194,32155.2,4.5,3034,20
1133,1192,185,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,4,4045.6,23.34,Medium,24,Male,Kolkata,Low,Student,No,0,High,Gen Z,New Customer,Beauty,Maybelline,1184,1006.4,4.3,1108,15
1134,1145,199,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,2,37176,14.22,Medium,41,Male,Pune,Middle,Business,No,0,Medium,Mid Career,New Customer,Beauty,Lakme,23235,18588,3.6,4936,20
1135,921,261,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,4,90723.2,4.48,Fast,31,Female,Delhi,Low,Business,Yes,5,Medium,Young Adult,3-5 Years,Books,Oxford,28351,22680.8,3.6,3478,20
1136,88,47,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1,2,26466,9.63,Fast,46,Male,Pune,Middle,Analyst,Yes,4,Medium,Mature Adults,3-5 Years,Electronics,Sony,17644,13233,4,1910,25
1137,1088,221,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,28.2,Slow,36,Female,Hyderabad,High,Engineer,No,0,Medium,Mid Career,New Customer,Beauty,L'Oreal,11249,10124.1,4.5,2441,10
1138,550,59,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,1,4,121032.8,8.53,Fast,26,Female,Pune,Middle,Business,Yes,8,Medium,Young Adult,6-10 Years,Electronics,Sony,35592,30253.2,4.3,396,15
1139,1116,171,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,1,3,87672.75,6.18,Fast,58,Male,Kolkata,High,Doctor,No,0,Medium,Seniors,New Customer,Home,Philips,38959,29219.25,4,2938,25
1140,810,264,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,3,21108.6,14.09,Medium,44,Male,Chennai,Low,Freelancer,Yes,2,High,Mid Career,1-2 Years,Books,Oxford,7818,7036.2,3.6,2586,10
1141,1322,19,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,1,27455.95,24.73,Medium,62,Male,Mumbai,Middle,Manager,No,0,Medium,Seniors,New Customer,Electronics,Apple,28901,27455.95,4.4,20,5
1142,508,45,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,31315.6,14.21,Medium,63,Female,Pune,Middle,Freelancer,Yes,4,Low,Seniors,3-5 Years,Electronics,Apple,19566,15652.8,4.1,3423,20
1143,1398,244,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1,1,18518.25,9.54,Fast,40,Male,Hyderabad,Middle,Designer,Yes,7,Medium,Mid Career,6-10 Years,Books,HarperCollins,24691,18518.25,4,553,25
1144,1267,6,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,0,23.51,Medium,25,Male,Bengaluru,High,Teacher,No,0,Medium,Gen Z,New Customer,Electronics,Samsung,2292,2292,4.1,1661,0
1145,497,206,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,2.09,Fast,44,Female,Bengaluru,High,Designer,No,0,Medium,Mid Career,New Customer,Beauty,Nivea,37447,26212.9,4.6,475,30
1146,724,151,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,1,3,37000.5,18.58,Medium,27,Female,Ahmedabad,Middle,Designer,No,0,Medium,Young Adult,New Customer,Home,Milton,14510,12333.5,4,1491,15
1147,798,104,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1,2,4282.6,6.77,Fast,39,Male,Hyderabad,Low,Freelancer,No,0,Low,Mid Career,New Customer,Fashion,Nike,3059,2141.3,4.5,3424,30
1148,1153,259,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,4,3021.6,6.96,Fast,54,Male,Pune,High,Designer,Yes,1,Medium,Mature Adults,1-2 Years,Books,Pearson,1259,755.4,4.5,740,40
1149,1034,255,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,24.03,Medium,28,Female,Delhi,Middle,Student,No,0,Medium,Young Adult,New Customer,Books,Penguin,30969,29420.55,4.3,1004,5
1150,1279,98,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,1,2,35722.1,10.38,Medium,54,Female,Bengaluru,Middle,Manager,No,0,Low,Mature Adults,New Customer,Fashion,H&M,21013,17861.05,4.4,3193,15
1151,555,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,4,54581.6,7.54,Fast,32,Male,Ahmedabad,High,Freelancer,No,0,High,Young Adult,New Customer,Electronics,Dell,15156,13640.4,4.6,5241,10
1152,758,39,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,11.78,Medium,44,Male,Delhi,Low,Engineer,No,0,Medium,Mid Career,New Customer,Electronics,Samsung,43912,30738.4,4.3,1961,30
1153,647,33,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,2,25115.2,5.2,Fast,42,Female,Hyderabad,Middle,Analyst,No,0,Medium,Mid Career,New Customer,Electronics,Sony,15697,12557.6,4.6,4941,20
1154,1365,295,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,1,2,46616,25.49,Slow,36,Male,Ahmedabad,Low,Doctor,No,0,Medium,Mid Career,New Customer,Books,HarperCollins,29135,23308,4.6,959,20
1155,458,180,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,1,13726.2,20.38,Medium,41,Female,Chennai,Middle,Manager,Yes,8,Medium,Mid Career,6-10 Years,Home,Ikea,22877,13726.2,4.4,1010,40
1156,881,204,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,0,0,17.68,Medium,29,Male,Kolkata,High,Engineer,No,0,Medium,Young Adult,New Customer,Beauty,Maybelline,31643,28478.7,3.9,2243,10
1157,181,70,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,1,2,60831.6,12.83,Medium,63,Female,Ahmedabad,Low,Freelancer,No,0,Low,Seniors,New Customer,Fashion,H&M,43444,30410.8,4.6,284,30
1158,1276,256,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,1,4,172771.8,12.31,Medium,60,Male,Pune,Middle,Business,No,0,Low,Seniors,New Customer,Books,Oxford,45461,43187.95,4.4,2409,5
1159,577,217,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1,1,31483.3,8.86,Fast,59,Male,Bengaluru,Low,Designer,No,0,Medium,Seniors,New Customer,Beauty,Lakme,44969,31478.3,4.2,3791,30
1160,511,226,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,1,2,13612,12.44,Medium,44,Male,Ahmedabad,Low,Business,No,0,Medium,Mid Career,New Customer,Beauty,Lakme,11335,6801,4.3,4219,40
1161,875,141,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,2,52092.6,7.43,Fast,48,Male,Ahmedabad,Middle,Engineer,Yes,2,Low,Mature Adults,1-2 Years,Home,Philips,37209,26046.3,4.3,3691,30
1162,749,210,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,24.38,Medium,38,Female,Mumbai,Middle,Engineer,No,0,Low,Mid Career,New Customer,Beauty,Nivea,42959,40811.05,4.8,2621,5
1163,1272,164,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,0,0,0,19.33,Medium,32,Female,Hyderabad,Low,Designer,Yes,3,Medium,Young Adult,3-5 Years,Home,Ikea,24717,24717,4.8,3924,0
1164,798,116,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,1,1,14924,7.4,Fast,39,Male,Hyderabad,Low,Freelancer,No,0,Low,Mid Career,New Customer,Fashion,Nike,21320,14924,4,2889,30
1165,776,179,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,1,2,27671.5,1.82,Fast,46,Male,Mumbai,Middle,Freelancer,Yes,9,Medium,Mature Adults,6-10 Years,Home,Prestige,18441,13830.75,4.3,1980,25
1166,158,98,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,0,0,0,25.52,Slow,44,Male,Pune,Middle,Doctor,No,0,High,Mid Career,New Customer,Fashion,H&M,21013,17861.05,4.4,3193,15
1167,33,286,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,0,16.49,Medium,55,Male,Mumbai,Middle,Manager,No,0,Medium,Mature Adults,New Customer,Books,HarperCollins,40434,38412.3,4.3,5517,5
1168,598,216,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,29917.25,20.61,Medium,52,Female,Ahmedabad,High,Doctor,No,0,Medium,Mature Adults,New Customer,Beauty,Nivea,39883,29912.25,3.8,20,25
1169,1498,222,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,1,3,101018.25,10.25,Medium,54,Female,Pune,Middle,Analyst,No,0,Medium,Mature Adults,New Customer,Beauty,Nivea,39615,33672.75,3.5,2339,15
1170,1377,216,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,1,2,59824.5,9.24,Fast,31,Male,Chennai,Low,Teacher,Yes,7,Low,Young Adult,6-10 Years,Beauty,Nivea,39883,29912.25,3.8,20,25
1171,944,135,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,1,36724.1,13.67,Medium,34,Male,Delhi,Middle,Manager,Yes,7,Medium,Young Adult,6-10 Years,Home,Ikea,40799,36719.1,4.1,2735,10
1172,947,286,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,1,1,38412.3,4.22,Fast,35,Female,Pune,Middle,Freelancer,No,0,Low,Young Adult,New Customer,Books,HarperCollins,40434,38412.3,4.3,5517,5
1173,588,63,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,1,2,62454.6,19.56,Medium,36,Female,Pune,Middle,Teacher,No,0,Medium,Mid Career,New Customer,Fashion,Adidas,36738,31227.3,4.5,6442,15
1174,267,171,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,1,4,116877,10.64,Medium,33,Female,Pune,Low,Student,Yes,8,High,Young Adult,6-10 Years,Home,Philips,38959,29219.25,4,2938,25
1175,13,21,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,4,59837.6,8.61,Fast,52,Female,Chennai,Low,Teacher,No,0,High,Mature Adults,New Customer,Electronics,Apple,16616,14954.4,4.6,2808,10
1176,509,89,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,15.12,Medium,51,Female,Mumbai,Middle,Doctor,Yes,3,Medium,Mature Adults,3-5 Years,Fashion,Nike,6751,6075.9,4.3,5116,10
1177,475,173,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,88528,7.62,Fast,63,Male,Chennai,Low,Student,Yes,6,Medium,Seniors,6-10 Years,Home,Milton,44259,44259,4.1,2917,0
1178,288,147,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,3,110529.6,25.22,Slow,40,Female,Kolkata,High,Designer,No,0,High,Mid Career,New Customer,Home,Milton,46054,36843.2,4.1,4029,20
1179,389,283,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,0,0,23.45,Medium,54,Male,Hyderabad,Middle,Student,Yes,9,Low,Mature Adults,6-10 Years,Books,Oxford,30517,25939.45,4.8,1765,15
1180,38,185,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,1011.4,19.02,Medium,31,Male,Chennai,Middle,Doctor,Yes,6,High,Young Adult,6-10 Years,Beauty,Maybelline,1184,1006.4,4.3,1108,15
1181,912,124,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,1,2,29600.4,4.64,Fast,30,Female,Kolkata,Middle,Designer,Yes,3,Medium,Young Adult,3-5 Years,Home,Philips,18494,14795.2,4.1,1324,20
1182,1392,129,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,3,123379.2,8.73,Fast,39,Male,Delhi,Low,Analyst,No,0,High,Mid Career,New Customer,Home,Ikea,48384,41126.4,4.8,1226,15
1183,1037,184,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,16.83,Medium,28,Female,Mumbai,Middle,Manager,No,0,Medium,Young Adult,New Customer,Beauty,Maybelline,21307,21307,4.4,2522,0
1184,673,238,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1,1,23315,1.61,Fast,40,Male,Chennai,Low,Business,Yes,1,High,Mid Career,1-2 Years,Beauty,L'Oreal,25900,23310,5,2051,10
1185,631,83,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1,1,976.8,15.06,Medium,32,Female,Ahmedabad,Low,Analyst,Yes,4,Medium,Young Adult,3-5 Years,Fashion,H&M,1628,976.8,4.7,3243,40
1186,462,176,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,0,0,0,29.43,Slow,59,Female,Pune,Low,Designer,No,0,Low,Seniors,New Customer,Home,Milton,3416,2732.8,4.4,5155,20
1187,214,173,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,10.06,Medium,56,Female,Chennai,Middle,Designer,Yes,3,Low,Seniors,3-5 Years,Home,Milton,44259,44259,4.1,2917,0
1188,898,3,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1,3,49892.85,4.03,Fast,34,Female,Pune,Middle,Analyst,No,0,Medium,Young Adult,New Customer,Electronics,Sony,17501,16625.95,4.2,2078,5
1189,850,274,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,1,2,3267.2,4.45,Fast,62,Male,Pune,Low,Student,No,0,Low,Seniors,New Customer,Books,Oxford,2042,1633.6,4.5,2134,20
1190,11,171,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,2,58438.5,11.61,Medium,32,Male,Hyderabad,High,Analyst,No,0,Medium,Young Adult,New Customer,Home,Philips,38959,29219.25,4,2938,25
1191,624,73,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,0,28.73,Slow,48,Female,Pune,Middle,Student,No,0,Medium,Mature Adults,New Customer,Fashion,H&M,1820,1820,4.4,3907,0
1192,418,191,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,14.86,Medium,40,Male,Chennai,High,Analyst,No,0,Low,Mid Career,New Customer,Beauty,Nivea,27630,23485.5,4,1421,15
1193,256,204,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0,0,0,19.64,Medium,52,Male,Hyderabad,Low,Teacher,No,0,Low,Mature Adults,New Customer,Beauty,Maybelline,31643,28478.7,3.9,2243,10
1194,1055,275,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,23.37,Medium,45,Female,Pune,High,Teacher,No,0,Medium,Mid Career,New Customer,Books,HarperCollins,19717,14787.75,4.4,1412,25
1195,789,11,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,0,0,0,12.85,Medium,27,Female,Bengaluru,Middle,Analyst,Yes,1,Medium,Young Adult,1-2 Years,Electronics,Dell,19829,18837.55,4.9,2093,5
1196,951,125,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,1,31047.4,28.17,Slow,49,Female,Mumbai,Low,Teacher,No,0,Low,Mature Adults,New Customer,Home,Milton,38803,31042.4,5,3228,20
1197,1071,55,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,28.23,Slow,29,Male,Mumbai,High,Manager,Yes,1,Low,Young Adult,1-2 Years,Electronics,Sony,8968,8968,4.4,2365,0
1198,1473,173,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,1,1,44259,7.7,Fast,58,Male,Mumbai,Low,Student,No,0,Medium,Seniors,New Customer,Home,Milton,44259,44259,4.1,2917,0
1199,1205,151,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,1,4,49334,6.54,Fast,56,Female,Mumbai,Low,Analyst,Yes,9,Low,Seniors,6-10 Years,Home,Milton,14510,12333.5,4,1491,15
1200,931,143,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,2,31406.5,4.63,Fast,18,Male,Mumbai,Middle,Manager,No,0,Medium,Gen Z,New Customer,Home,Prestige,20931,15698.25,5,20,25
1201,1319,295,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,1,3,69939,1.75,Fast,23,Female,Kolkata,Low,Freelancer,Yes,2,Low,Gen Z,1-2 Years,Books,HarperCollins,29135,23308,4.6,959,20
1202,717,160,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,1,2,36946,13.46,Medium,45,Female,Bengaluru,Middle,Business,Yes,9,Medium,Mid Career,6-10 Years,Home,Prestige,18468,18468,4.4,2265,0
1203,1478,124,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,44400.6,6.26,Fast,27,Female,Chennai,Low,Business,No,0,Medium,Young Adult,New Customer,Home,Philips,18494,14795.2,4.1,1324,20
1204,1143,21,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,1,1,14954.4,16.31,Medium,54,Female,Ahmedabad,Low,Analyst,No,0,High,Mature Adults,New Customer,Electronics,Apple,16616,14954.4,4.6,2808,10
1205,977,87,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,1,4,120638.6,6.51,Fast,18,Female,Ahmedabad,Low,Freelancer,No,0,Medium,Gen Z,New Customer,Fashion,Zara,31747,30159.65,4.3,3114,5
1206,1355,270,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,2,5910.9,8.3,Fast,24,Male,Ahmedabad,Middle,Designer,No,0,Medium,Gen Z,New Customer,Books,Oxford,3111,2955.45,4.7,1461,5
1207,773,136,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,1,4,27122.4,22.38,Medium,42,Female,Delhi,Low,Doctor,Yes,3,Low,Mid Career,3-5 Years,Home,Philips,11301,6780.6,4.9,20,40
1208,1082,274,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,1638.6,5.38,Fast,38,Female,Ahmedabad,Middle,Doctor,No,0,Medium,Mid Career,New Customer,Books,Oxford,2042,1633.6,4.5,2134,20
1209,428,160,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,0,0,22.05,Medium,39,Male,Chennai,Middle,Business,Yes,6,Low,Mid Career,6-10 Years,Home,Prestige,18468,18468,4.4,2265,0
1210,1445,165,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,0,0,0,27.35,Slow,59,Male,Bengaluru,Low,Teacher,Yes,5,Low,Seniors,3-5 Years,Home,Philips,46744,42069.6,4.5,3631,10
1211,936,129,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,1,4,164505.6,25.4,Slow,62,Female,Bengaluru,High,Engineer,Yes,10,Medium,Seniors,6-10 Years,Home,Ikea,48384,41126.4,4.8,1226,15
1212,1174,167,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1,2,5007.6,7.19,Fast,55,Female,Chennai,Middle,Manager,No,0,High,Mature Adults,New Customer,Home,Ikea,4173,2503.8,4.3,1281,40
