TransactionID,CustomerID,ProductID,ScarcityMessage,CountdownTimer,RecommendedLabel,InfluencerCampaign,FreeShipping,TrendingBadge,Purchased,Quantity,FinalAmount,DecisionTimeMinutes
2331,98,255,False,False,True,True,True,True,1,1,29420.55,22.13
2332,1292,196,False,False,True,True,False,False,1,1,25542.2,20.13
2333,403,192,True,False,True,False,True,False,1,2,31242.6,8.66
2334,1235,181,True,False,False,False,False,True,1,1,22568.0,1.34
2335,830,221,True,False,False,False,True,False,1,2,20248.2,11.06
2336,809,139,True,False,True,True,True,False,1,1,26442.6,9.52
2337,683,291,False,False,False,False,True,False,0,0,0.0,16.79
2338,1229,104,True,False,False,True,False,True,1,3,6438.9,9.16
2339,66,3,True,False,False,True,True,False,1,1,16625.95,14.02
2340,140,210,False,False,True,True,True,False,0,0,0.0,9.43
2341,636,199,False,True,False,True,False,False,0,0,0.0,16.45
2342,592,295,True,False,True,False,True,False,1,4,93232.0,12.67
2343,819,119,False,True,False,False,False,True,0,0,0.0,17.92
2344,1107,128,True,True,False,True,False,True,1,1,35410.1,10.4
2345,882,169,True,True,True,False,False,False,1,3,39690.0,11.39
2346,387,118,False,True,True,True,False,False,1,2,1397.2,8.77
2347,491,236,True,False,False,True,True,False,1,1,31014.2,12.12
2348,1129,129,True,False,True,True,True,True,1,1,41126.4,13.37
2349,303,236,False,False,False,False,True,False,0,0,0.0,22.8
2350,757,128,False,True,False,False,False,False,1,1,35410.1,4.26
2351,809,68,True,False,True,True,False,False,0,0,0.0,31.44
2352,1126,298,False,False,False,False,False,False,0,0,0.0,14.07
2353,1072,158,False,False,False,False,True,True,1,2,4315.2,15.45
2354,698,213,True,True,False,False,False,True,1,1,17567.0,8.7
2355,464,178,True,True,False,True,False,False,1,1,42140.0,7.79
2356,552,108,True,False,False,False,False,True,1,3,69708.6,16.14
2357,618,292,False,False,False,False,False,False,0,0,0.0,16.76
2358,329,112,True,False,False,False,True,False,1,2,55260.8,12.25
2359,939,298,False,False,True,False,True,True,0,0,0.0,16.12
2360,313,130,True,False,True,False,True,False,1,2,19497.6,7.85
2361,974,7,False,True,True,False,True,False,0,0,0.0,17.64
2362,1128,12,True,False,False,True,False,True,1,4,82967.2,14.76
2363,1443,293,True,True,False,True,False,False,1,3,104162.1,7.75
2364,179,159,True,True,False,True,True,False,1,1,26602.0,6.2
2365,1140,117,True,False,True,False,True,False,1,2,12423.6,5.02
2366,129,244,False,False,False,True,True,True,1,4,74073.0,17.85
2367,506,186,False,False,False,False,True,False,0,0,0.0,6.8
2368,265,199,False,False,True,True,True,True,1,2,37176.0,20.65
2369,244,206,False,True,False,False,True,False,0,0,0.0,22.0
2370,264,60,True,False,True,False,False,False,1,1,24929.9,12.77
2371,66,27,False,False,False,True,False,True,1,1,27519.85,21.87
2372,1235,219,True,False,False,False,True,True,1,3,58986.9,4.29
2373,92,7,True,False,True,True,True,True,1,3,1684.8,7.29
2374,598,216,True,False,True,False,False,False,0,0,0.0,26.63
2375,1049,39,True,False,False,False,False,False,1,1,30743.4,8.05
2376,1486,79,False,False,False,False,True,False,0,0,0.0,12.94
2377,1281,213,False,False,True,False,True,True,1,1,17562.0,13.45
2378,206,187,True,False,False,False,False,False,0,0,0.0,22.41
2379,1482,235,False,False,False,False,False,False,0,0,0.0,5.91
2380,981,184,False,True,False,True,True,False,1,2,42614.0,18.19
2381,270,15,True,False,True,False,True,False,1,2,9657.7,10.06
2382,674,252,False,False,False,False,False,True,0,0,0.0,14.26
2383,1377,65,False,False,True,False,False,True,1,1,23361.2,26.33
2384,590,41,False,True,True,True,False,True,1,2,83216.7,6.1
2385,276,264,False,True,True,False,False,True,1,1,7041.2,9.07
2386,1313,59,False,True,False,True,False,True,1,3,90774.6,2.11
2387,1430,161,True,True,False,False,False,True,1,2,57077.2,11.49
2388,1464,146,True,False,True,True,True,False,1,2,34986.0,7.53
2389,1434,231,False,True,True,False,False,True,1,1,40767.6,12.12
2390,1310,14,False,True,False,False,True,False,0,0,0.0,17.65
2391,682,33,False,False,True,True,True,False,1,1,12557.6,21.2
2392,289,125,True,False,True,False,False,False,0,0,0.0,27.95
2393,926,142,False,False,True,True,False,False,0,0,0.0,20.79
2394,332,237,True,False,True,False,False,False,1,1,39770.55,5.56
2395,710,182,False,False,True,True,False,True,1,4,30872.2,12.77
2396,985,45,False,False,False,True,True,True,0,0,0.0,14.84
2397,1420,294,False,True,False,False,False,False,0,0,0.0,28.79
2398,434,138,True,False,False,True,True,False,0,0,0.0,24.32
2399,378,290,True,False,True,True,False,True,1,2,79114.0,9.38
2400,1103,297,True,True,True,False,True,False,1,1,9903.2,11.7
2401,10,16,True,True,False,False,True,True,1,1,19743.3,11.17
2402,850,152,False,False,False,True,True,False,0,0,0.0,11.59
2403,1119,127,True,True,False,False,False,False,0,0,0.0,22.23
2404,827,150,True,True,False,False,False,False,0,0,0.0,11.96
2405,576,93,False,False,True,True,True,True,0,0,0.0,13.52
2406,1243,168,False,False,False,False,True,True,0,0,0.0,8.5
2407,557,148,False,False,True,True,False,False,1,2,51896.8,27.99
2408,1066,56,True,False,False,False,False,False,0,0,0.0,27.24
2409,697,87,False,False,False,False,False,True,1,1,30164.65,31.02
2410,40,45,True,False,True,True,False,False,1,1,15657.8,4.13
2411,796,254,True,False,True,True,True,True,1,4,31407.6,2.19
2412,75,204,False,False,True,False,True,False,1,2,56957.4,20.35
2413,1397,117,True,True,True,False,False,True,1,3,18650.4,13.55
2414,903,119,False,False,False,True,False,False,1,1,12886.05,24.07
2415,559,24,False,False,True,True,False,False,0,0,0.0,14.45
2416,730,87,True,False,False,False,False,False,1,1,30164.65,13.07
2417,929,278,False,False,False,False,True,True,1,1,23912.0,16.16
2418,391,10,False,False,False,False,False,False,0,0,0.0,13.42
2419,433,44,False,False,False,True,False,False,1,2,77422.9,25.17
2420,628,254,False,True,True,True,True,False,0,0,0.0,23.4
2421,388,157,False,False,True,False,False,False,1,4,133824.0,21.75
2422,1137,10,True,False,False,True,False,False,1,2,62356.6,3.81
2423,156,147,True,False,True,True,False,False,1,2,73696.4,1.0
2424,1240,225,False,True,False,True,False,False,1,1,13914.2,6.35
2425,523,104,False,False,False,True,True,True,1,2,4282.6,22.67
2426,842,115,True,True,True,False,False,False,0,0,0.0,14.63
2427,237,190,False,True,False,True,False,False,0,0,0.0,23.28
2428,579,180,True,True,False,False,True,True,1,4,54904.8,8.11
2429,1132,271,False,True,False,True,True,False,0,0,0.0,22.79
2430,407,75,False,True,True,True,True,False,1,3,96465.6,10.3
2431,199,83,False,True,True,False,False,False,0,0,0.0,19.93
2432,783,47,False,False,False,False,False,True,1,4,52952.0,16.34
2433,244,200,False,False,True,True,True,False,0,0,0.0,16.82
2434,473,161,False,False,True,True,True,False,1,3,85600.8,19.05
2435,676,105,True,False,False,False,False,False,0,0,0.0,22.4
2436,847,209,False,True,True,False,True,True,1,4,94986.0,11.46
2437,960,114,False,True,False,False,False,False,0,0,0.0,19.57
2438,1015,59,False,False,True,True,False,True,0,0,0.0,25.11
2439,1267,162,True,True,True,True,False,True,1,4,117495.2,8.85
2440,100,131,False,False,True,True,False,False,1,1,6167.1,22.2
2441,544,122,True,True,False,False,False,True,1,2,7322.5,1.0
2442,2,134,False,False,False,True,True,True,0,0,0.0,13.8
2443,15,275,False,True,False,False,False,False,1,2,29585.5,4.25
2444,319,65,True,False,False,False,True,True,1,1,23356.2,6.93
2445,898,83,False,True,False,False,False,True,1,1,981.8,2.68
2446,1342,170,False,True,False,False,True,True,0,0,0.0,26.15
2447,1161,15,True,False,True,False,False,False,1,2,9667.7,16.58
2448,970,44,True,False,False,True,False,False,1,2,77422.9,6.62
2449,1168,170,False,True,True,True,False,True,1,1,33409.25,8.13
2450,258,153,False,False,True,False,False,False,0,0,0.0,22.86
2451,1260,196,False,True,False,False,True,False,1,2,51074.4,8.13
2452,1336,35,True,True,True,True,False,False,1,2,43345.6,7.23
2453,143,257,False,False,False,False,False,False,0,0,0.0,14.97
2454,705,146,False,False,False,True,False,False,0,0,0.0,1.66
2455,1246,47,True,False,False,False,False,False,1,1,13238.0,12.3
2456,715,94,False,False,False,False,False,False,0,0,0.0,15.14
2457,1261,69,False,False,False,False,True,False,0,0,0.0,9.37
2458,1404,136,False,False,True,False,True,True,1,1,6780.6,18.15
2459,712,141,False,False,True,False,False,False,0,0,0.0,17.21
2460,90,131,False,False,True,True,True,False,1,2,12324.2,15.37
2461,511,139,False,False,False,True,False,False,1,1,26447.6,19.24
2462,323,273,True,True,False,False,True,True,1,4,85194.0,6.6
2463,712,288,False,True,False,False,True,False,0,0,0.0,20.03
2464,879,147,False,False,False,False,True,True,1,2,73686.4,15.08
2465,696,289,False,False,True,True,False,True,0,0,0.0,19.05
2466,294,246,True,True,True,True,False,False,1,2,9467.1,7.28
2467,452,246,False,False,False,False,True,False,0,0,0.0,11.9
2468,1020,68,True,True,False,False,True,False,1,2,71211.3,8.13
2469,41,132,False,False,False,False,True,False,0,0,0.0,19.96
2470,322,106,True,False,False,False,True,False,1,3,104130.6,17.56
2471,1339,29,False,False,True,False,True,True,1,2,4260.2,24.91
2472,149,23,False,True,False,True,True,False,0,0,0.0,16.94
2473,623,187,False,False,True,True,False,False,1,2,35149.0,13.26
2474,311,127,False,False,False,False,False,True,1,1,31687.05,18.94
2475,157,248,True,False,False,True,False,False,1,1,11479.4,15.95
2476,635,201,True,False,True,False,False,True,1,1,29021.45,14.2
2477,783,26,False,False,True,True,False,False,1,1,29190.6,25.41
2478,265,252,True,True,False,False,True,True,1,3,46530.0,8.15
2479,117,149,True,False,True,True,True,True,1,2,24332.0,7.34
2480,203,170,True,True,True,True,False,True,1,1,33409.25,13.09
2481,978,290,True,False,False,False,True,False,1,1,39552.0,7.51
2482,1291,193,True,True,True,False,False,True,1,2,31734.8,13.61
2483,271,7,True,False,True,False,False,True,1,2,1133.2,9.49
2484,481,54,True,False,True,False,True,False,1,1,39404.1,9.17
2485,516,128,True,False,False,False,True,False,1,1,35405.1,5.05
2486,542,12,False,False,True,False,True,True,1,4,82947.2,19.94
2487,367,51,False,False,False,False,False,True,0,0,0.0,8.2
2488,83,238,False,False,False,False,False,False,0,0,0.0,14.93
2489,788,43,False,False,False,False,True,False,0,0,0.0,7.8
2490,537,51,False,False,False,True,False,True,0,0,0.0,15.89
2491,514,152,False,False,True,False,False,False,0,0,0.0,20.36
2492,398,28,True,False,False,False,True,False,1,1,31493.35,12.45
2493,1395,77,True,True,False,False,False,True,0,0,0.0,18.41
2494,916,282,True,False,False,False,True,False,1,4,92006.4,3.79
2495,629,190,True,False,True,True,True,False,1,4,67615.2,14.82
2496,309,290,True,False,True,False,False,False,1,2,79114.0,1.82
2497,1202,107,True,False,False,True,True,False,1,4,3539.2,7.27
2498,1333,185,False,False,False,False,True,True,1,4,4025.6,18.28
2499,49,72,True,True,False,True,True,False,0,0,0.0,18.66
2500,1395,114,False,True,True,True,True,True,1,1,44495.1,11.32
2501,1050,53,True,False,False,True,True,False,0,0,0.0,23.04
2502,150,250,True,False,False,False,True,False,1,1,39026.7,12.6
2503,1130,56,False,True,True,False,False,False,0,0,0.0,29.24
2504,162,62,True,False,True,False,True,True,1,2,31115.0,5.71
2505,77,140,False,True,False,False,False,False,0,0,0.0,19.65
2506,173,129,True,False,False,False,False,True,1,2,82262.8,7.45
2507,690,95,False,False,False,True,True,True,1,2,4338.0,18.53
2508,930,108,False,False,True,False,True,True,1,3,69693.6,18.21
2509,611,89,True,False,False,True,False,True,1,1,6080.9,12.47
2510,183,274,False,True,True,False,True,True,1,2,3267.2,3.66
2511,299,175,False,False,False,False,False,False,0,0,0.0,10.01
2512,1279,276,False,False,False,False,True,False,0,0,0.0,9.75
2513,1444,297,True,False,True,True,True,False,1,4,39612.8,6.63
2514,1132,196,False,False,True,False,False,True,1,2,51084.4,18.19
2515,156,248,False,False,False,False,False,True,1,1,11479.4,18.07
2516,1230,34,True,False,False,True,False,False,1,1,22843.9,6.93
2517,1038,285,False,False,False,True,False,False,1,3,74808.0,31.98
2518,790,145,True,False,True,False,False,True,1,2,67264.4,7.51
2519,215,215,True,True,False,False,True,False,0,0,0.0,23.7
2520,1496,74,True,True,True,True,False,False,1,2,9476.8,13.98
2521,664,29,False,False,True,False,True,True,1,1,2130.1,21.37
2522,67,266,True,False,False,False,False,False,0,0,0.0,19.62
2523,315,135,False,True,False,False,True,True,1,2,73438.2,4.2
2524,602,42,False,True,True,True,False,True,1,4,129312.8,5.51
2525,94,198,False,False,False,True,True,False,1,2,60783.5,20.08
2526,486,17,True,False,True,True,False,True,1,4,44648.0,14.56
2527,703,136,True,False,False,False,True,True,0,0,0.0,18.46
2528,1423,212,False,True,True,True,True,False,1,1,27984.6,3.06
2529,130,217,True,False,True,True,True,True,1,3,94434.9,4.05
2530,866,136,True,False,True,True,True,True,0,0,0.0,17.81
2531,1374,111,True,False,True,True,False,False,1,2,33190.6,7.73
2532,1210,252,True,False,True,False,False,False,1,1,15515.0,6.36
2533,1388,56,False,False,False,False,False,True,0,0,0.0,24.78
2534,256,23,False,False,True,False,False,True,0,0,0.0,10.45
2535,1203,48,True,False,False,False,True,False,0,0,0.0,14.99
2536,1468,241,True,True,True,True,True,False,1,4,134911.4,4.8
2537,490,141,False,False,True,False,False,False,1,3,78153.9,8.22
2538,748,12,False,True,True,False,True,True,1,3,62210.4,7.81
2539,797,51,False,False,False,False,True,False,1,3,68313.0,24.06
2540,741,9,True,False,True,True,True,True,0,0,0.0,15.93
2541,435,245,True,False,True,True,True,True,1,2,66726.0,8.57
2542,1457,139,False,False,True,False,True,True,1,3,79327.8,15.85
2543,1435,21,False,False,True,False,True,False,0,0,0.0,17.68
2544,572,67,False,True,True,False,False,False,0,0,0.0,21.31
2545,1208,185,False,False,False,True,False,False,1,3,3034.2,14.38
2546,597,179,False,False,False,False,True,False,1,1,13830.75,20.38
2547,1193,246,False,True,True,True,True,True,1,1,4728.55,8.82
2548,878,8,False,True,True,False,False,False,1,4,84061.2,3.61
2549,706,21,False,True,False,True,True,True,1,1,14954.4,9.0
2550,193,11,False,True,False,False,False,False,0,0,0.0,24.53
2551,982,119,False,False,False,False,True,True,1,3,38643.15,22.66
2552,482,219,False,False,False,True,True,True,1,3,58986.9,20.46
2553,326,199,False,True,False,False,True,False,0,0,0.0,21.86
2554,290,64,False,True,True,True,True,False,1,2,5728.0,5.6
2555,1473,198,False,False,True,True,True,True,1,4,121567.0,19.3
2556,155,197,True,True,False,False,False,False,1,2,4079.8,8.13
2557,1198,58,False,True,False,True,False,False,0,0,0.0,23.86
2558,1300,225,False,False,False,False,False,False,1,1,13914.2,21.76
2559,47,127,False,True,False,True,True,True,1,2,63364.1,8.01
2560,884,18,False,True,False,True,False,True,1,4,140483.0,5.17
2561,867,118,True,False,True,False,True,True,1,1,693.6,8.42
2562,539,231,False,False,True,False,True,False,0,0,0.0,17.91
2563,1001,209,False,False,True,False,False,True,1,4,95006.0,23.09
2564,614,81,False,False,True,True,True,False,0,0,0.0,24.5
2565,660,228,True,False,False,False,False,False,1,3,28277.4,7.29
2566,648,117,False,False,True,False,True,True,1,1,6211.8,25.0
2567,1202,139,False,True,False,False,False,True,0,0,0.0,24.59
2568,950,26,False,True,True,True,False,False,0,0,0.0,29.56
2569,569,300,True,False,True,False,False,True,1,1,14810.6,5.64
2570,1391,252,False,False,False,False,True,False,0,0,0.0,19.1
2571,1204,59,False,True,False,False,False,False,0,0,0.0,20.65
2572,1400,169,False,False,False,False,True,True,1,4,52900.0,21.02
2573,1096,235,True,True,True,False,False,False,1,2,78711.5,3.69
2574,588,152,False,False,False,False,True,False,1,2,45041.4,27.46
2575,1160,64,True,False,False,True,True,False,1,4,11456.0,8.87
2576,494,291,True,False,False,False,False,True,1,1,27464.75,9.65
2577,407,81,True,False,False,True,False,False,1,1,29817.0,12.07
2578,677,101,False,True,False,True,True,False,1,3,67824.0,6.87
2579,1454,112,False,True,True,True,False,False,1,1,27635.4,6.17
2580,852,268,False,True,False,False,True,False,1,3,61639.2,9.61
2581,576,151,True,False,True,True,False,True,1,1,12338.5,9.97
2582,693,216,False,True,True,False,True,False,1,1,29912.25,14.14
2583,437,271,False,True,True,False,True,True,1,3,68989.5,4.92
2584,989,279,True,False,True,False,False,True,1,3,45358.8,3.11
2585,526,257,True,False,True,False,True,True,1,1,1170.9,9.47
2586,832,273,False,False,False,False,True,False,0,0,0.0,21.7
2587,555,285,True,False,True,False,True,False,1,2,49862.0,8.06
2588,482,298,False,False,True,False,True,False,0,0,0.0,8.88
2589,1456,193,False,True,False,False,True,False,1,3,47587.2,6.14
2590,519,40,False,True,True,True,False,True,1,1,7233.2,1.18
2591,106,34,True,False,False,False,False,True,1,1,22843.9,5.73
2592,568,239,True,False,True,False,True,False,0,0,0.0,15.37
2593,799,95,True,True,True,False,False,False,1,1,2174.0,9.95
2594,142,242,False,False,True,False,False,True,0,0,0.0,12.61
2595,459,281,True,True,False,True,True,True,1,3,129951.0,7.39
2596,250,194,False,True,True,True,True,False,1,1,16945.15,7.96
2597,751,230,False,True,False,False,True,False,0,0,0.0,22.73
2598,1085,84,False,False,True,False,True,True,1,1,23680.65,23.45
2599,1453,131,True,False,True,False,True,False,0,0,0.0,24.59
2600,584,290,True,False,True,False,False,False,1,1,39557.0,7.99
2601,1295,246,True,False,True,True,False,True,1,2,9467.1,11.1
2602,322,62,True,False,False,False,True,True,1,4,62230.0,8.62
2603,1171,281,False,True,True,False,True,True,1,4,173268.0,7.64
2604,845,150,True,False,True,False,False,False,0,0,0.0,27.35
2605,1138,254,False,False,False,False,False,True,1,3,23570.7,17.34
2606,1134,157,True,True,True,False,False,True,1,1,33456.0,10.16
2607,799,182,False,True,False,False,True,False,1,1,7713.05,4.81
2608,387,49,False,False,True,False,False,False,0,0,0.0,11.8
2609,790,102,True,True,False,False,False,True,1,4,42283.6,5.62
2610,1241,217,False,True,True,True,False,False,1,2,62966.6,6.84
2611,1456,253,False,False,True,True,False,False,1,4,49316.8,25.87
2612,1392,27,True,False,False,True,True,False,1,4,110059.4,5.69
2613,273,24,True,True,False,False,True,True,1,4,30628.8,11.93
2614,897,208,False,False,True,False,True,True,1,1,915.3,20.18
2615,157,135,False,False,False,False,True,True,1,1,36719.1,22.05
2616,1004,255,True,False,False,False,False,False,0,0,0.0,19.95
2617,1489,21,True,False,False,True,False,False,0,0,0.0,22.27
2618,79,105,False,True,True,True,True,False,1,2,14025.6,6.99
2619,985,11,True,False,False,False,False,True,1,3,56527.65,3.47
2620,1419,213,True,True,True,False,False,False,0,0,0.0,19.69
2621,1271,258,True,False,True,False,False,True,0,0,0.0,16.21
2622,589,48,False,True,False,False,True,False,1,3,47068.2,7.09
2623,156,98,False,False,False,False,False,False,0,0,0.0,21.67
2624,1386,254,False,True,True,False,True,False,1,2,15703.8,8.82
2625,1382,13,False,True,True,True,True,False,1,1,16852.05,5.91
2626,869,286,True,False,False,False,True,False,0,0,0.0,14.7
2627,1469,267,False,False,False,True,False,False,0,0,0.0,7.18
2628,7,46,True,False,False,False,True,True,1,1,27304.0,16.24
2629,925,42,False,False,True,True,True,True,1,1,32323.2,19.66
2630,58,208,True,False,False,True,False,False,0,0,0.0,23.79
2631,1404,4,False,True,True,True,False,False,1,1,35345.0,1.0
2632,1021,152,False,True,False,False,True,True,1,1,22520.7,11.52
2633,1371,20,True,False,False,False,False,False,0,0,0.0,25.1
2634,845,160,False,True,True,False,True,True,1,1,18468.0,5.32
2635,125,106,True,True,False,True,True,True,1,4,138840.8,6.17
2636,40,212,False,False,False,False,False,True,1,3,83968.8,17.91
2637,504,265,True,False,True,False,False,True,1,1,24747.2,1.95
2638,1116,147,False,False,False,True,False,True,1,1,36848.2,21.97
2639,227,193,False,False,True,False,True,False,0,0,0.0,23.59
2640,1279,181,True,False,True,False,False,True,0,0,0.0,24.17
2641,360,296,False,False,True,True,False,False,1,1,18648.0,20.87
2642,745,70,False,True,True,True,True,True,1,4,121643.2,2.95
2643,305,72,True,True,False,False,False,False,1,2,10488.5,8.05
2644,699,114,True,True,False,True,True,True,1,2,88990.2,7.94
2645,679,222,False,False,False,True,True,False,0,0,0.0,15.25
2646,9,260,False,False,True,False,True,True,1,1,28186.0,24.62
2647,852,84,True,False,False,False,False,False,0,0,0.0,21.65
2648,1180,33,True,False,False,True,False,True,1,1,12562.6,2.69
2649,1405,183,False,False,True,False,False,True,1,1,45900.45,15.76
2650,497,180,False,True,True,False,False,False,1,4,54924.8,7.62
2651,1321,113,False,True,True,True,True,False,0,0,0.0,19.47
2652,1319,56,True,False,True,False,False,True,1,1,24087.5,9.73
2653,1483,255,False,True,True,False,False,False,1,4,117702.2,13.13
2654,560,254,True,False,False,False,True,False,0,0,0.0,26.55
2655,1277,225,True,False,True,True,True,True,1,1,13909.2,4.6
2656,848,174,False,True,False,False,False,False,0,0,0.0,27.27
2657,88,79,False,False,True,False,True,True,1,4,80572.8,25.72
2658,406,121,True,True,True,True,True,True,1,1,24874.8,3.92
2659,1009,21,False,True,True,True,True,False,1,2,29908.8,5.28
2660,241,75,False,True,True,False,False,True,1,1,32160.2,8.21
2661,653,136,False,True,True,False,False,False,1,1,6785.6,5.07
2662,1163,132,False,False,True,True,False,True,1,1,30585.8,22.01
2663,225,25,False,False,False,False,False,False,0,0,0.0,22.76
2664,745,288,False,False,False,False,True,True,1,1,33783.2,25.45
2665,323,81,False,True,False,True,True,False,1,4,119248.0,10.2
2666,805,153,False,True,False,True,True,True,1,1,8000.4,7.11
2667,362,140,True,False,False,True,False,False,0,0,0.0,24.98
2668,1449,141,True,False,True,False,True,True,0,0,0.0,25.52
2669,116,254,True,True,False,True,True,False,1,2,15703.8,4.46
2670,1446,224,True,True,False,False,True,False,1,1,5139.2,16.95
2671,1188,261,False,False,True,False,True,True,0,0,0.0,15.27
2672,1284,114,True,True,False,False,True,False,1,2,88990.2,2.98
2673,1278,80,True,False,True,False,True,True,0,0,0.0,22.87
2674,282,129,False,False,True,True,False,True,0,0,0.0,13.6
2675,1397,169,True,True,True,True,True,True,1,4,52900.0,6.72
2676,892,102,True,True,True,False,True,True,0,0,0.0,22.85
2677,1444,139,True,False,True,True,True,False,1,1,26442.6,6.81
2678,1318,46,False,False,True,False,True,True,1,1,27304.0,18.28
2679,870,176,True,True,False,False,False,False,1,1,2737.8,11.69
2680,562,215,False,False,False,False,True,False,0,0,0.0,13.05
2681,176,159,True,True,False,False,True,True,1,4,106408.0,4.73
2682,152,262,True,False,False,True,False,False,1,1,24040.4,10.21
2683,585,299,False,True,False,False,False,True,1,4,4852.8,9.8
2684,1217,272,True,True,True,False,True,False,1,4,119331.0,8.39
2685,759,28,False,False,True,False,False,False,0,0,0.0,12.08
2686,723,265,True,False,False,False,False,True,1,1,24747.2,5.66
2687,367,101,False,True,False,False,False,False,0,0,0.0,20.07
2688,847,136,True,True,True,False,False,True,1,1,6785.6,2.05
2689,958,124,False,True,True,False,True,False,1,2,29590.4,6.11
2690,1474,86,False,False,True,False,False,False,0,0,0.0,20.43
2691,1095,264,False,False,False,False,False,True,1,2,14082.4,11.05
2692,911,192,True,False,True,False,False,False,1,3,46878.9,16.29
2693,1366,291,False,False,False,False,True,True,1,1,27459.75,25.12
2694,638,287,True,False,True,True,True,True,1,1,32390.25,8.29
2695,1403,126,False,False,False,False,True,True,0,0,0.0,15.79
2696,555,219,False,True,False,False,False,False,1,1,19667.3,4.23
2697,192,151,True,False,True,True,True,False,1,1,12333.5,3.39
2698,627,149,False,True,False,True,False,False,1,1,12171.0,8.76
2699,194,222,True,False,False,True,False,True,1,2,67355.5,7.42
2700,178,207,False,False,False,False,False,True,1,2,41099.4,15.42
2701,1322,274,True,True,True,False,False,False,0,0,0.0,29.95
2702,1193,232,True,False,True,False,False,True,1,2,68069.5,13.47
2703,332,187,False,True,True,False,True,True,1,1,17569.5,11.62
2704,1257,276,True,True,True,False,True,False,1,2,1977.6,5.64
2705,104,31,True,False,True,False,True,False,1,4,126879.0,7.57
2706,427,229,False,False,True,False,True,True,0,0,0.0,17.45
2707,1060,118,True,False,True,False,False,True,1,3,2095.8,9.13
2708,456,130,True,False,True,False,False,False,1,3,29261.4,11.94
2709,1096,235,True,False,False,False,False,False,1,2,78711.5,9.43
2710,1312,83,True,False,False,False,True,True,1,2,1953.6,3.57
2711,100,266,True,False,True,True,False,True,1,2,20720.0,2.16
2712,36,150,False,False,True,False,True,False,1,3,69849.0,14.0
2713,1411,105,False,True,False,True,False,False,1,3,21053.4,12.28
2714,781,99,False,False,True,False,False,False,0,0,0.0,10.37
2715,760,127,False,True,True,False,True,True,1,2,63364.1,1.0
2716,696,283,False,False,False,False,False,False,0,0,0.0,8.55
2717,651,31,False,False,True,False,True,True,1,1,31719.75,17.91
2718,1036,153,False,False,True,True,True,False,1,1,8000.4,21.03
2719,870,251,False,True,False,True,False,False,0,0,0.0,26.13
2720,246,142,False,False,False,False,False,False,0,0,0.0,5.15
2721,940,170,False,False,True,False,False,True,1,1,33409.25,19.73
2722,1003,105,True,True,False,True,False,False,1,1,7017.8,8.29
2723,171,41,False,False,False,False,False,False,0,0,0.0,12.04
2724,566,192,False,True,False,False,False,False,0,0,0.0,21.86
2725,1186,276,False,False,True,True,True,True,1,1,988.8,19.92
2726,929,157,False,False,False,False,False,False,0,0,0.0,15.78
2727,205,130,True,True,False,False,True,False,1,2,19497.6,13.51
2728,61,39,True,True,False,True,True,True,1,2,61476.8,5.97
2729,872,284,True,False,True,True,False,False,1,1,3009.85,4.89
2730,693,261,False,False,True,False,True,False,1,2,45361.6,17.55
2731,1442,271,False,False,False,False,False,False,1,1,23001.5,16.04
2732,784,108,True,True,True,False,False,False,1,4,92944.8,5.93
2733,1398,188,False,False,False,True,False,False,0,0,0.0,13.93
2734,322,130,True,False,False,False,True,False,1,1,9748.8,3.18
2735,672,71,False,True,True,True,False,False,0,0,0.0,22.45
2736,210,62,True,True,False,False,False,True,1,2,31125.0,1.05
2737,862,116,True,False,True,False,True,False,1,1,14924.0,16.26
2738,283,167,True,False,True,True,False,False,1,1,2508.8,3.69
2739,739,37,False,True,False,True,False,False,1,1,39986.6,18.94
2740,517,211,False,False,False,True,False,False,1,3,57523.8,15.66
2741,279,138,False,False,False,False,True,True,1,2,11371.2,16.62
2742,146,265,False,True,False,False,False,True,1,1,24747.2,7.47
2743,769,84,False,False,False,True,True,False,1,1,23680.65,12.27
2744,1421,16,False,False,True,False,False,False,0,0,0.0,24.13
2745,299,94,False,True,True,False,True,True,1,4,62733.0,2.98
2746,608,292,True,True,True,False,True,False,1,2,60662.4,6.68
2747,337,97,False,True,True,False,True,True,1,2,59978.4,4.41
2748,1214,212,True,False,False,True,True,False,1,1,27984.6,1.03
2749,623,253,True,True,False,False,True,False,1,3,36972.6,9.7
2750,1462,86,True,False,True,True,False,False,0,0,0.0,19.95
2751,368,193,False,True,True,False,False,False,1,1,15867.4,4.69
2752,122,62,False,False,False,False,False,False,1,1,15562.5,20.68
2753,874,109,False,False,True,False,False,False,0,0,0.0,10.92
2754,978,89,True,False,False,True,False,False,1,1,6080.9,7.5
2755,1487,202,True,False,True,False,True,False,1,1,8881.8,9.29
2756,1308,263,True,False,True,False,True,True,1,1,23650.5,11.87
2757,1327,76,False,True,False,True,False,True,1,1,28367.0,2.2
2758,952,88,True,False,True,False,True,True,1,1,20057.4,3.54
2759,540,247,False,False,False,False,False,True,0,0,0.0,14.55
2760,644,139,False,False,True,False,True,False,0,0,0.0,6.54
2761,201,154,False,True,True,False,True,True,1,2,59452.4,11.56
2762,647,212,False,True,True,False,True,True,1,1,27984.6,6.61
2763,547,42,True,False,True,False,False,False,1,3,96984.6,10.11
2764,54,262,False,True,False,True,False,True,1,1,24040.4,8.22
